62.7482;-0.921148;72;
2.306e-06;9.91957e-17;72;
2.11638e-06;8.24239e-17;60;
5.57724e-06;6.14956e-16;52;
-4.56381e-06;4.09411e-16;72;
-2.27839e-06;9.66644e-17;60;
2.96871e-06;1.69108e-16;72;
62.7482;-0.921148;60;
62.7482;-0.921148;52;
-5.07264e-06;5.07477e-16;60;
2.08305e-09;-7.15708e-18;72;
-4.92402e-06;4.77763e-16;72;
4.91898e-06;4.76771e-16;72;
5.66198e-06;6.34003e-16;72;
1.44243e-06;3.4455e-17;60;
62.7482;-0.921148;60;
-2.17824e-06;8.77378e-17;72;
-4.50474e-06;3.98696e-16;72;
-5.49908e-06;5.97641e-16;72;
-5.29583e-07;-1.54799e-18;60;
-3.44515e-06;2.30224e-16;72;
4.64018e-06;4.23468e-16;72;
62.7482;-0.921148;60;
3.49918e-06;2.37728e-16;60;
-1.09609e-06;1.68709e-17;72;
3.08454e-06;1.8313e-16;72;
62.7482;-0.921148;72;
-4.69369e-06;4.33457e-16;60;
-2.55278e-06;1.23177e-16;72;
2.44616e-06;1.12517e-16;72;
2.51651e-06;1.19499e-16;60;
5.29583e-07;-1.548e-18;60;
-6.10602e-07;2.99529e-19;72;
62.7482;-0.921148;54;
4.22353e-06;3.49607e-16;72;
62.7482;-0.921148;72;
-6.26393e-06;7.7758e-16;72;
5.27167e-06;5.48653e-16;72;
-6.171e-06;7.54467e-16;72;
5.27506e-06;5.49367e-16;60;
62.7482;-0.921148;52;
-2.37804e-06;1.05945e-16;72;
62.7482;-0.921148;60;
-6.33893e-07;8.79257e-19;72;
62.7482;-0.921148;54;
1.1907e-06;2.11982e-17;72;
-4.33736e-06;3.69097e-16;72;
62.7482;-0.921148;52;
-5.74659e-06;6.53308e-16;60;
62.7482;-0.921148;60;
5.99794e-06;7.12348e-16;72;
4.05423e-06;3.21579e-16;72;
-5.69925e-08;-7.0922e-18;72;
4.76433e-06;4.4682e-16;72;
4.35993e-06;3.73023e-16;72;
-4.12488e-06;3.33136e-16;60;
6.28716e-06;7.8341e-16;60;
4.01268e-06;3.14875e-16;60;
62.7482;-0.921148;54;
4.21321e-06;3.47865e-16;72;
62.7482;-0.921148;72;
-9.4775e-08;-6.97752e-18;72;
1.5169e-06;3.88623e-17;72;
-6.65511e-07;1.70094e-18;72;
62.7482;-0.921148;72;
62.7482;-0.921148;60;
1.348e-06;2.91847e-17;72;
62.7482;-0.921148;60;
62.7482;-0.921148;60;
-2.40758e-06;1.08772e-16;72;
-5.18794e-06;5.31137e-16;72;
-4.34977e-06;3.71252e-16;72;
1.20895e-06;2.20741e-17;72;
-5.50533e-06;5.99016e-16;72;
4.14346e-06;3.36208e-16;54;
-3.39096e-06;2.22815e-16;72;
3.39024e-06;2.22718e-16;72;
62.7482;-0.921148;72;
62.7482;-0.921148;72;
-2.13812e-06;8.42744e-17;52;
62.7482;-0.921148;72;
62.7482;-0.921148;60;
-2.13238e-06;8.37837e-17;72;
1.07976e-06;1.61604e-17;72;
62.7482;-0.921148;72;
-4.152e-06;3.37625e-16;54;
62.7482;-0.921148;72;
-2.54542e-06;1.22426e-16;72;
62.7482;-0.921148;60;
2.44648e-06;1.12548e-16;72;
-8.18084e-07;6.22808e-18;72;
2.81198e-06;1.50987e-16;72;
-1.30199e-06;2.67466e-17;60;
-2.37916e-06;1.06051e-16;72;
62.7482;-0.921148;72;
62.7482;-0.921148;72;
-2.70608e-06;1.393e-16;72;
-8.56985e-07;7.5313e-18;72;
-6.31501e-06;7.90429e-16;60;
-1.18626e-06;2.0987e-17;54;
