-21.5613;-13.5613;490.439;0;
-88.9218;-80.9218;423.078;0;
-6.13727;-2.13727;25.8627;0;
-1.79144;-1.79144;2.20856;0;
42.613;-469.387;34.613;0;
-9.50041;-5.50041;22.4996;0;
43.2844;-468.716;35.2844;0;
76.3787;44.3787;72.3787;0;
60.509;60.509;64.509;0;
-15.2806;-11.2806;16.7194;0;
-98.3215;-90.3215;413.679;0;
23.722;-488.278;15.722;0;
-86.2545;-78.2545;425.746;0;
-49.4736;-41.4736;462.526;0;
-6.29597;-2.29597;25.704;0;
81.2616;49.2616;77.2616;0;
34.4462;-477.554;26.4462;0;
26.0475;-485.952;18.0475;0;
-98.4252;-90.4252;413.575;0;
12.5645;-19.4355;8.56447;0;
-98.8586;-90.8586;413.141;0;
-32.0536;-24.0536;479.946;0;
78.4295;46.4295;74.4295;0;
-11.1667;-7.16672;20.8333;0;
-91.4609;-83.4609;420.539;0;
-32.7982;-24.7982;479.202;0;
-73.9799;-65.9799;438.02;0;
-19.3823;-15.3823;12.6177;0;
-82.6472;-74.6472;429.353;0;
24.6193;-487.381;16.6193;0;
-6.74154;-2.74154;25.2585;0;
-12.5645;-8.56447;19.4355;0;
90.4416;-421.558;82.4416;0;
67.3208;59.3208;65.3208;0;
-48.442;-40.442;463.558;0;
-63.4693;-55.4693;448.531;0;
-78.4539;-70.4539;433.546;0;
87.5912;-424.409;79.5912;0;
-96.5209;-88.5209;415.479;0;
-17.9662;-13.9662;14.0338;0;
62.8956;60.8956;64.8956;10;
85.1436;-426.856;77.1436;0;
80.8222;48.8222;76.8222;0;
35.6914;-476.309;27.6914;0;
57.7746;59.7746;65.7746;0;
94.2381;-417.762;86.2381;0;
88.3541;-423.646;80.3541;0;
60.625;60.625;64.625;0;
-15.4393;-11.4393;16.5607;0;
76.7266;44.7266;72.7266;0;
-50.4257;-42.4257;461.574;0;
-40.9345;-32.9345;471.066;0;
-81.756;-73.756;430.244;0;
-37.5591;-29.5591;474.441;0;
-89.3551;-81.3551;422.645;0;
-14.359;-10.359;17.641;0;
15.7994;-16.2006;11.7994;0;
18.0578;-13.9422;14.0578;0;
58.7573;60.7573;66.7573;0;
-82.8486;-74.8486;429.151;0;
-68.3645;-60.3645;443.635;0;
25.7302;-486.27;17.7302;0;
-88.7936;-80.7936;423.206;0;
-89.6359;-81.6359;422.364;0;
-30.5948;-22.5948;481.405;0;
52.739;56.739;84.739;0;
31.4798;-480.52;23.4798;0;
78.8751;46.8751;74.8751;0;
76.3482;44.3482;72.3482;0;
93.4263;-418.574;85.4263;0;
28.4524;-483.548;20.4524;0;
-79.6625;-71.6625;432.338;0;
86.4559;-425.544;78.4559;0;
-35.3923;-27.3923;476.608;0;
-4.90432;-2.90432;3.09568;0;
25.4677;-486.532;17.4677;0;
-81.2189;-73.2189;430.781;0;
-64.1835;-56.1835;447.817;0;
-57.1032;-49.1032;454.897;0;
-0.253304;-2.2533;1.7467;11;
-62.981;-54.981;449.019;0;
75.457;43.457;71.457;0;
88.1954;-423.805;80.1954;0;
29.429;-482.571;21.429;0;
-23.3375;-15.3375;488.662;0;
-5.67339;-3.67339;2.32661;0;
-53.2701;-45.2701;458.73;0;
22.837;-489.163;14.837;0;
46.0128;50.0128;78.0128;0;
-32.3954;-24.3954;479.605;0;
92.6695;-419.331;84.6695;0;
-41.6303;-33.6303;470.37;0;
7.26035;-24.7396;3.26035;0;
-83.3735;-75.3735;428.626;0;
-61.6993;-53.6993;450.301;0;
-29.6609;-21.6609;482.339;0;
43.907;-468.093;35.907;0;
31.6385;-480.361;23.6385;0;
-9.28678;-5.28678;22.7132;0;
3.97656;-4.02344;1.97656;0;
