1.64217	3.50322	2.54667	3.08547	4.00071	-0.189283	438	0.712163	3.93609	4	-0.189201	161
1.67403	2.40822	2.25208	3.30594	4.00014	-0.189216	695	1.96941	3.48159	4	-0.189201	177
1.05292	3.22443	1.96496	3.48431	4.00018	-0.189222	702	0.569936	3.95919	4	-0.189201	290
1.63887	2.16056	2.65186	2.99754	4.0022	-0.189455	331	2.28457	3.28341	4	-0.189201	189
1.14649	1.49733	2.57268	3.0638	4.0007	-0.189282	418	2.57048	3.06474	4	-0.189201	278
1.13413	2.80822	2.46547	3.14989	4.00004	-0.189206	525	1	3.99846	4.12161	-0.201501	432
1.57424	2.78753	2.38518	3.21152	4.00036	-0.189243	648	2.01115	3.45764	4	-0.189201	177
2.48677	1.25141	3.367	2.15951	4.00002	-0.189203	1002	4.31733	1	4.43163	-0.216815	434
1.23154	2.38322	2.64217	3.00609	4.0022	-0.189455	301	2.10647	3.40041	4	-0.189201	258
3.4091	1.12003	2.95411	2.70013	4.00219	-0.189454	349	3.57837	1.78752	4	-0.189201	189
2.76693	1.9509	2.73106	2.92451	4.00143	-0.189366	418	2.17996	3.35377	4	-0.189201	173
1.65078	2.16294	2.73597	2.91991	4.00143	-0.189366	436	2.57963	3.05704	4	-0.189201	183
2.87268	1.87152	2.99288	2.65712	4.0022	-0.189455	353	2.93659	2.71596	4	-0.189201	191
1.18705	2.62456	2.24399	3.31146	4.00016	-0.189219	681	1	4.09136	4.2118	-0.208296	412
2.47771	1.86804	3.0996	2.52948	4.00072	-0.189285	553	3.14935	2.46609	4	-0.189201	185
1.60161	3.65246	1.94359	3.49609	4.00002	-0.189203	1002	1.74928	3.59723	4	-0.189201	329
1.34928	2.39851	2.29123	3.27887	4.00009	-0.189211	782	2.99337	2.65325	4	-0.189201	187
1.26688	1.8056	1.98134	3.47482	4.00001	-0.189202	1002	1	4.62989	4.73665	-0.211057	472
3.6823	1.30103	3.25361	2.32743	4.00036	-0.189243	654	3.94859	0.639238	4	-0.189201	321
1.01749	3.69311	1.98236	3.47425	4.00002	-0.189203	1002	1	3.9787	4.10245	-0.199803	337
2.06159	1.66131	3.01809	2.62845	4.0022	-0.189456	305	3.47282	1.98482	4	-0.189201	185
2.5721	2.73003	3.09758	2.53194	4.00071	-0.189283	414	3.47867	1.97456	4	-0.189201	177
1.02564	1.01071	3.32305	2.22663	4.00007	-0.189209	808	0.978451	1	1.39906	0.704251	410
2.39897	1.82611	3.09121	2.53971	4.00071	-0.189283	418	3.20743	2.39006	4	-0.189201	177
1.40403	2.68618	1.90946	3.51483	4.00001	-0.189202	1003	1.42166	3.73883	4	-0.189201	185
1.50978	2.37709	2.18538	3.35027	4.00002	-0.189204	784	1	4.09553	4.21585	-0.208555	452
2.21622	1.50905	3.22298	2.37027	4.00072	-0.189285	559	3.97041	1	4.0944	-0.199064	428
2.29945	2.12174	2.90422	2.75262	4.00142	-0.189366	386	2.52306	3.10389	4	-0.189201	181
2.97531	1.25077	3.0184	2.62809	4.0022	-0.189456	365	3.90436	1	4.03038	-0.192614	428
2.73836	2.85446	2.6237	3.02222	4.0022	-0.189456	361	3.36048	2.16961	4	-0.189201	294
2.00876	2.31611	2.55986	3.07456	4.00072	-0.189285	543	2.43127	3.17631	4	-0.189201	258
2.74999	2.88073	2.63375	3.01347	4.0022	-0.189456	359	2.73209	2.92159	4	-0.189201	185
1.18952	2.66485	2.17872	3.35468	4.00009	-0.189211	828	0.908989	3.89535	4	-0.189201	171
3.02063	1.14759	3.61672	1.70879	4.00008	-0.189209	814	3.99239	0.246555	4	-0.189201	183
3.06439	1.27668	3.06075	2.57632	4.0007	-0.189282	394	3.90646	1	4.03242	-0.192835	424
2.66604	2.06314	2.63496	3.0124	4.0022	-0.189456	321	2.05089	3.43421	4	-0.189201	193
1.0173	1.37886	2.84598	2.81275	4.0014	-0.189363	394	1	3.72735	3.85917	-0.170389	339
2.80053	2.03742	2.29224	3.27816	4.00009	-0.189211	842	1	4.21493	4.33193	-0.214337	468
1.90585	2.27482	2.68701	2.96459	4.0011	-0.189328	432	2.40558	3.19581	4	-0.189201	173
2.20258	1.73501	2.98939	2.66103	4.00219	-0.189455	371	2.58104	3.05585	4	-0.189201	183
2.33763	1.25764	2.30423	3.26974	4.00009	-0.189211	830	3.47212	1.98605	4	-0.189201	195
1.88635	3.34968	2.56708	3.06853	4.00072	-0.189285	571	2.94739	2.70423	4	-0.189201	278
2.84722	1.57936	3.23374	2.35495	4.00036	-0.189243	654	3.01649	2.62693	4	-0.189201	191
2.93759	1.44514	3.05362	2.58476	4.0007	-0.189281	410	4.02231	1	4.14475	-0.203432	432
1.93588	2.64269	3.59294	1.75817	4.00005	-0.189206	923	2.93256	2.72031	4	-0.189201	274
1.23255	3.05469	2.47095	3.14559	4.00004	-0.189205	499	2.04115	3.44002	4	-0.189201	440
1.22248	2.64122	2.46499	3.15031	4.00007	-0.189209	473	1.33903	3.76922	4	-0.189201	177
3.64458	1.27851	3.09586	2.53404	4.00071	-0.189283	412	3.8435	1.10794	4	-0.189201	153
2.6762	1.79086	3.07614	2.55793	4.0007	-0.189282	404	2.89432	2.76097	4	-0.189201	195
2.29359	3.14771	3.59166	1.76078	4.00005	-0.189206	913	4.02037	1	4.14287	-0.20328	422
2.20716	1.08689	3.48934	1.95569	4.00002	-0.189203	1002	3.84435	1	3.97228	-0.185888	347
1.09366	3.6162	2.252	3.30599	4.00014	-0.189216	711	1	4.16904	4.28729	-0.212488	432
2.94931	1.70269	2.92121	2.73458	4.00143	-0.189366	430	2.90962	2.74484	4	-0.189201	171
1.68575	3.62398	2.63233	3.0147	4.0022	-0.189456	333	1.75377	3.59504	4	-0.189201	187
2.34184	1.77667	3.33279	2.21202	4.00006	-0.189208	786	3.71959	1	3.85167	-0.169249	442
