0	0	
1.61998e-05	0.000983675	
0.000126737	0.00387128	
0.000418205	0.0085718	
0.000969113	0.0149995	
0.00185029	0.0230734	
0.00312525	0.0327173	
0.00485062	0.0438593	
0.00707647	0.0564315	
0.0098467	0.0703696	
0.0131994	0.0856131	
0.0171671	0.102104	
0.0217774	0.119789	
0.0270529	0.138616	
0.0330117	0.158535	
0.0396678	0.1795	
0.0470311	0.201467	
0.0551081	0.224393	
0.0639017	0.248237	
0.0734119	0.272959	
0.0836355	0.298523	
0.094567	0.324892	
0.106198	0.352032	
0.118519	0.379907	
0.131516	0.408486	
0.145177	0.437735	
0.159484	0.467625	
0.17442	0.498125	
0.189967	0.529204	
0.206105	0.560833	
0.222813	0.592984	
0.240068	0.625629	
0.257849	0.658739	
0.27613	0.692286	
0.294889	0.726244	
0.314101	0.760585	
0.333741	0.795284	
0.353783	0.830312	
0.374203	0.865644	
0.394974	0.901254	
0.41607	0.937115	
0.437466	0.973203	
0.459137	1.00949	
0.481056	1.04595	
0.503197	1.08256	
0.525536	1.1193	
0.548048	1.15613	
0.570707	1.19304	
0.593489	1.22999	
0.61637	1.26697	
0.639325	1.30395	
0.662332	1.34091	
0.685367	1.37782	
0.708407	1.41465	
0.731431	1.45139	
0.754416	1.48801	
0.777341	1.52448	
0.800186	1.56079	
0.82293	1.59692	
0.845553	1.63283	
0.868036	1.6685	
0.89036	1.70393	
0.912508	1.73908	
0.934461	1.77393	
0.956202	1.80846	
0.977715	1.84266	
0.998983	1.87649	
1.01999	1.90995	
1.04073	1.94302	
1.06117	1.97567	
1.08131	2.00789	
1.10114	2.03966	
1.12063	2.07096	
1.13979	2.10177	
1.15859	2.13209	
1.17703	2.16189	
1.19509	2.19116	
1.21277	2.21989	
1.23005	2.24805	
1.24693	2.27565	
1.2634	2.30265	
1.27944	2.32906	
1.29506	2.35486	
1.31025	2.38004	
1.32499	2.40459	
1.33929	2.42849	
1.35313	2.45175	
1.36652	2.47434	
1.37945	2.49627	
1.3919	2.51752	
1.40389	2.53808	
1.41541	2.55796	
1.42644	2.57714	
1.437	2.59563	
1.44708	2.6134	
1.45668	2.63047	
1.46579	2.64682	
1.47443	2.66246	
1.48257	2.67738	
1.49024	2.69158	
1.49742	2.70505	
1.50411	2.71781	
1.51033	2.72984	
1.51607	2.74115	
1.52133	2.75174	
1.52612	2.76161	
1.53043	2.77076	
1.53428	2.7792	
1.53765	2.78692	
1.54057	2.79394	
1.54303	2.80025	
1.54504	2.80587	
1.54659	2.81078	
1.54771	2.81501	
1.54838	2.81856	
1.54862	2.82142	
1.54843	2.82362	
1.54782	2.82516	
1.5468	2.82604	
1.54536	2.82627	
1.54353	2.82586	
1.54129	2.82483	
1.53867	2.82317	
1.53567	2.8209	
1.5323	2.81803	
1.52855	2.81457	
1.52445	2.81053	
1.52	2.80592	
1.51521	2.80075	
1.51009	2.79504	
1.50464	2.78879	
1.49887	2.78201	
1.4928	2.77473	
1.48642	2.76694	
1.47976	2.75867	
1.47282	2.74993	
1.4656	2.74073	
1.45813	2.73108	
1.4504	2.72099	
1.44242	2.71049	
1.43421	2.69958	
1.42578	2.68828	
1.41713	2.6766	
1.40828	2.66456	
1.39923	2.65216	
1.38999	2.63943	
1.38058	2.62638	
1.371	2.61302	
1.36127	2.59937	
1.35138	2.58544	
1.34136	2.57125	
1.33121	2.5568	
1.32094	2.54213	
1.31056	2.52723	
1.30008	2.51212	
1.28951	2.49683	
1.27886	2.48136	
1.26814	2.46572	
1.25735	2.44993	
1.24652	2.43402	
1.23563	2.41798	
1.22472	2.40183	
1.21377	2.38559	
1.20281	2.36927	
1.19184	2.35289	
1.18087	2.33646	
1.16991	2.31998	
1.15896	2.30348	
1.14804	2.28697	
1.13715	2.27046	
1.1263	2.25397	
1.1155	2.2375	
1.10476	2.22107	
1.09408	2.20468	
1.08347	2.18837	
1.07294	2.17212	
1.06249	2.15596	
1.05214	2.1399	
1.04189	2.12395	
1.03174	2.10811	
1.0217	2.09241	
1.01179	2.07684	
1.00199	2.06142	
0.992328	2.04617	
0.982801	2.03108	
0.973414	2.01618	
0.964175	2.00146	
0.955087	1.98693	
0.946156	1.97262	
0.937387	1.95851	
0.928784	1.94463	
0.920351	1.93098	
0.912094	1.91756	
0.904015	1.90439	
0.896118	1.89147	
0.888408	1.8788	
0.880888	1.8664	
0.87356	1.85427	
0.866428	1.84242	
0.859496	1.83084	
0.852764	1.81955	
0.846237	1.80855	
0.839916	1.79785	
0.833803	1.78745	
0.827901	1.77735	
0.822211	1.76756	
0.816734	1.75808	
0.811472	1.74891	
0.806426	1.74006	
0.801597	1.73153	
0.796986	1.72332	
0.792593	1.71543	
0.788419	1.70787	
0.784465	1.70064	
0.780729	1.69373	
0.777213	1.68715	
0.773916	1.68091	
0.770838	1.67499	
0.767977	1.6694	
0.765334	1.66414	
0.762907	1.65921	
0.760696	1.65462	
0.758698	1.65034	
0.756914	1.6464	
0.75534	1.64278	
0.753977	1.63949	
0.752821	1.63651	
0.751872	1.63386	
0.751126	1.63153	
0.750583	1.62951	
0.750238	1.6278	
0.750091	1.6264	
0.750139	1.62531	
0.750378	1.62453	
0.750807	1.62404	
0.751422	1.62385	
0.75222	1.62395	
0.753198	1.62434	
0.754354	1.62501	
0.755683	1.62597	
0.757183	1.6272	
0.758849	1.6287	
0.76068	1.63047	
0.762669	1.63249	
0.764816	1.63478	
0.767114	1.63731	
0.769561	1.64009	
0.772153	1.64311	
0.774885	1.64637	
0.777755	1.64985	
0.780757	1.65356	
0.783887	1.65748	
0.787142	1.66161	
0.790518	1.66595	
0.794009	1.67049	
0.797612	1.67522	
0.801323	1.68014	
0.805137	1.68524	
0.80905	1.69051	
0.813057	1.69595	
0.817155	1.70156	
0.821338	1.70731	
0.825603	1.71322	
0.829945	1.71926	
0.83436	1.72544	
0.838843	1.73175	
0.84339	1.73819	
0.847996	1.74473	
0.852658	1.75139	
0.857371	1.75815	
0.86213	1.765	
0.866931	1.77194	
0.871771	1.77897	
0.876644	1.78607	
0.881547	1.79324	
0.886475	1.80047	
0.891424	1.80776	
0.896391	1.8151	
0.90137	1.82248	
0.906359	1.82991	
0.911353	1.83736	
0.916348	1.84484	
0.92134	1.85233	
0.926326	1.85984	
0.931301	1.86736	
0.936263	1.87488	
0.941207	1.88239	
0.94613	1.88989	
0.951028	1.89738	
0.955898	1.90484	
0.960737	1.91228	
0.96554	1.91969	
0.970306	1.92706	
0.975031	1.93438	
0.979711	1.94166	
0.984344	1.94888	
0.988927	1.95605	
0.993457	1.96316	
0.997931	1.97019	
1.00235	1.97716	
1.0067	1.98405	
1.01099	1.99086	
1.01521	1.99758	
1.01937	2.00422	
1.02346	2.01076	
1.02747	2.01721	
1.0314	2.02356	
1.03526	2.0298	
1.03905	2.03594	
1.04275	2.04197	
1.04636	2.04788	
1.04989	2.05368	
1.05334	2.05936	
1.0567	2.06491	
1.05997	2.07034	
1.06315	2.07565	
1.06624	2.08082	
1.06924	2.08586	
1.07214	2.09077	
1.07495	2.09554	
1.07766	2.10018	
1.08028	2.10467	
1.0828	2.10903	
1.08522	2.11324	
1.08754	2.11731	
1.08977	2.12123	
1.09189	2.12501	
1.09392	2.12864	
1.09584	2.13212	
1.09767	2.13545	
1.0994	2.13863	
1.10102	2.14167	
1.10255	2.14455	
1.10398	2.14729	
1.10531	2.14987	
1.10654	2.1523	
1.10767	2.15459	
1.1087	2.15672	
1.10964	2.1587	
1.11047	2.16054	
1.11121	2.16222	
1.11186	2.16376	
1.11241	2.16516	
1.11287	2.1664	
1.11323	2.1675	
1.1135	2.16846	
1.11368	2.16927	
1.11377	2.16995	
1.11378	2.17048	
1.11369	2.17087	
1.11352	2.17113	
1.11326	2.17125	
1.11292	2.17124	
1.11249	2.1711	
1.11199	2.17083	
1.1114	2.17042	
1.11074	2.1699	
1.11	2.16925	
1.10919	2.16847	
1.1083	2.16758	
1.10734	2.16657	
1.10631	2.16545	
1.10522	2.16421	
1.10406	2.16286	
1.10283	2.16141	
1.10154	2.15985	
1.10019	2.15819	
1.09878	2.15643	
1.09731	2.15457	
1.09579	2.15262	
1.09421	2.15058	
1.09258	2.14845	
1.09091	2.14623	
1.08918	2.14393	
1.08741	2.14155	
1.0856	2.13909	
1.08374	2.13656	
1.08185	2.13396	
1.07992	2.13129	
1.07795	2.12855	
1.07595	2.12575	
1.07391	2.12289	
1.07185	2.11998	
1.06976	2.11701	
1.06765	2.11399	
1.06551	2.11093	
1.06334	2.10782	
1.06116	2.10467	
1.05896	2.10148	
1.05675	2.09826	
1.05452	2.095	
1.05228	2.09171	
1.05003	2.0884	
1.04777	2.08507	
1.0455	2.08171	
1.04323	2.07833	
1.04096	2.07494	
1.03868	2.07154	
1.03641	2.06813	
1.03414	2.06471	
1.03187	2.06129	
1.02961	2.05787	
1.02736	2.05445	
1.02512	2.05103	
1.02288	2.04762	
1.02066	2.04422	
1.01845	2.04083	
1.01626	2.03745	
1.01409	2.03409	
1.01193	2.03075	
1.0098	2.02743	
1.00768	2.02413	
1.00559	2.02086	
1.00352	2.01762	
1.00147	2.01441	
0.999457	2.01123	
0.997468	2.00808	
0.995506	2.00497	
0.993575	2.0019	
0.991675	1.99887	
0.989806	1.99588	
0.987971	1.99293	
0.986169	1.99003	
0.984402	1.98717	
0.982671	1.98437	
0.980977	1.98161	
0.97932	1.9789	
0.977702	1.97625	
0.976122	1.97365	
0.974582	1.9711	
0.973082	1.96862	
0.971623	1.96619	
0.970206	1.96382	
0.96883	1.9615	
0.967498	1.95925	
0.966208	1.95706	
0.964961	1.95494	
0.963759	1.95287	
0.9626	1.95087	
0.961486	1.94894	
0.960416	1.94707	
0.959391	1.94527	
0.958412	1.94353	
0.957477	1.94186	
0.956588	1.94026	
0.955745	1.93872	
0.954947	1.93725	
0.954194	1.93585	
0.953486	1.93452	
0.952824	1.93326	
0.952208	1.93207	
0.951636	1.93094	
0.95111	1.92988	
0.950628	1.92889	
0.95019	1.92797	
0.949797	1.92712	
0.949448	1.92633	
0.949143	1.92562	
0.94888	1.92496	
0.948661	1.92438	
0.948485	1.92386	
0.94835	1.92341	
0.948257	1.92302	
0.948205	1.9227	
0.948194	1.92244	
0.948222	1.92224	
0.948291	1.92211	
0.948398	1.92204	
0.948544	1.92203	
0.948727	1.92208	
0.948947	1.92218	
0.949204	1.92235	
0.949496	1.92258	
0.949824	1.92286	
0.950185	1.9232	
0.950581	1.92359	
0.951009	1.92403	
0.951469	1.92453	
0.95196	1.92508	
0.952481	1.92568	
0.953033	1.92633	
0.953613	1.92703	
0.95422	1.92777	
0.954856	1.92856	
0.955517	1.9294	
0.956204	1.93027	
0.956915	1.93119	
0.95765	1.93215	
0.958407	1.93315	
0.959187	1.93419	
0.959987	1.93526	
0.960808	1.93637	
0.961648	1.93752	
0.962506	1.93869	
0.963381	1.9399	
0.964273	1.94114	
0.96518	1.94241	
0.966102	1.9437	
0.967038	1.94502	
0.967986	1.94637	
0.968947	1.94774	
0.969918	1.94913	
0.9709	1.95054	
0.971891	1.95197	
0.97289	1.95341	
0.973897	1.95488	
0.97491	1.95636	
0.975929	1.95785	
0.976953	1.95935	
0.97798	1.96087	
0.979011	1.9624	
0.980045	1.96393	
0.981079	1.96547	
0.982115	1.96702	
0.98315	1.96857	
0.984184	1.97013	
0.985217	1.97168	
0.986247	1.97324	
0.987274	1.9748	
0.988297	1.97636	
0.989315	1.97791	
0.990328	1.97946	
0.991334	1.98101	
0.992334	1.98255	
0.993326	1.98408	
0.99431	1.9856	
0.995285	1.98711	
0.996251	1.98862	
0.997207	1.99011	
0.998152	1.99159	
0.999085	1.99306	
1.00001	1.99451	
1.00092	1.99594	
1.00181	1.99737	
1.0027	1.99877	
1.00356	2.00015	
1.00442	2.00152	
1.00526	2.00287	
1.00608	2.00419	
1.00689	2.0055	
1.00768	2.00678	
1.00846	2.00805	
1.00922	2.00928	
1.00996	2.0105	
1.01068	2.01169	
1.01139	2.01285	
1.01208	2.01399	
1.01275	2.01511	
1.0134	2.01619	
1.01403	2.01725	
1.01464	2.01829	
1.01523	2.01929	
1.01581	2.02027	
1.01636	2.02121	
