-0.0011769	-0.00388043	0.000523546	1495	1
0.00612191	-0.0127049	0.00632887	7305	1
0.0287017	-0.0192788	0.0379373	10005	0
0.0126454	-0.0147066	0.0119674	10005	0
-0.0128793	-0.0246709	0.0246	10005	0
-0.00775656	-0.0106521	0.00552628	1525	1
0.0152029	-0.000779234	0.00737061	2105	1
0.0106964	0.0128639	0.00890611	9225	1
-0.00612313	-0.0133539	0.00686696	5945	1
0.00853803	0.00612787	0.0035159	3335	1
0.000289539	-0.00798811	0.00203389	7395	1
-0.00916511	0.00731065	0.00437501	6295	1
0.00148701	-0.00120505	0.000116649	8985	1
-0.00241964	-0.00104796	0.000221392	785	1
-0.00566652	0.0120801	0.00566565	1775	1
0.0127801	-0.00126901	0.00524795	2385	1
0.0161292	0.00199469	0.00839979	2335	1
0.0070615	0.0307788	0.0316109	10005	0
-0.00904309	0.00113579	0.00264402	4055	1
-0.00533705	0.00215487	0.00105473	6935	1
0.00167056	-0.0160401	0.00827099	515	1
0.00218727	-0.00934073	0.00292936	2925	1
-0.01108	0.00209845	0.00404705	8605	1
-0.00525922	0.0124256	0.0057932	995	1
-0.0059783	-0.00614858	0.00234143	2545	1
0.00219211	-0.0190003	0.0116279	10005	0
-0.0068574	0.0153168	0.00895869	5995	1
-0.0110118	-0.0228245	0.0204046	10005	0
0.00784988	-0.00689352	0.00347437	5175	1
0.00661349	0.00869398	0.00379835	5425	1
-0.0153096	0.00224531	0.0076152	6175	1
-0.0166531	-0.00536544	0.00973507	5895	1
-0.00151248	-0.0113794	0.00419352	6835	1
0.00138456	-0.0167517	0.00898418	1785	1
0.00403426	-0.0136109	0.00641184	395	1
-0.0108925	0.0113333	0.00786318	3205	1
-0.0101773	0.00179048	0.00339852	955	1
-0.01519	0.00136529	0.00739813	6485	1
-0.0120715	-0.00964994	0.0076006	1885	1
0.020831	-0.0173893	0.023402	10005	0
0.0108947	-0.0058579	0.00486976	465	1
0.0219271	-0.028357	0.040776	10005	0
0.0148135	0.000690883	0.00699511	965	1
0.00162951	-0.000690594	9.97368e-05	8145	1
-0.0133408	-0.00426041	0.00624015	6615	1
0.0109391	-0.00592341	0.00492516	75	1
0.0143404	0.00478225	0.00726981	2875	1
-0.00689104	0.00340311	0.00188048	1805	1
0.00215537	-0.00711027	0.00175735	1545	1
0.0106576	0.00821202	0.00576141	55	1
0.014337	0.00601655	0.00769093	1525	1
-0.0044876	0.00985645	0.00373319	5575	1
-0.0200194	0.00938973	0.0155425	10005	0
-0.00707219	-0.00536354	0.00250814	3815	1
-0.00588606	0.0154757	0.00872008	805	1
0.0154384	0.015721	0.0154406	10005	0
-0.0207459	0.0088005	0.0161407	10005	0
0.00571756	-0.00373891	0.00148589	8065	1
0.00794922	-0.0157999	0.00995068	1155	1
0.00998283	0.00720115	0.00482257	3845	1
-0.00153886	0.00691495	0.00159764	2735	1
0.0131881	0.0126203	0.010601	10005	0
0.011425	-0.0171516	0.0135074	10005	0
0.011627	-0.00541211	0.00523435	9675	1
0.00483237	0.0124367	0.00566486	2455	1
-0.0223397	0.00985788	0.0189448	10005	0
-0.0126552	0.00646204	0.00642506	6825	1
-0.018128	0.0183358	0.0211347	10005	0
-0.012235	0.00959368	0.00769254	7615	1
-0.0073196	0.00215105	0.00185289	1345	1
0.00970427	-0.0174325	0.0126594	10005	0
0.00471705	-0.00885546	0.00320453	3145	1
0.00575151	0.00284929	0.00131167	355	1
-0.0133981	-0.00897842	0.00827674	2715	1
-0.0110839	0.0118843	0.00840367	2285	1
0.0103448	-0.0216599	0.0183099	10005	0
0.0163906	0.000239427	0.00854496	85	1
-0.00147519	0.00706524	0.0016584	5435	1
-0.0042785	-0.00393055	0.00107475	5205	1
-0.0123111	0.000963783	0.00485213	3665	1
-0.000926275	0.00702129	0.00159672	4615	1
-0.00696394	-0.0119188	0.00606419	5255	1
-0.0109157	-0.0120462	0.00840925	9935	1
0.0136839	-0.00537278	0.00687595	3445	1
0.0206851	0.00215059	0.0137428	10005	0
0.0185672	-0.00764064	0.012817	10005	0
-0.00746886	0.0140865	0.00808809	3655	1
-0.0205815	0.0206316	0.0269855	10005	0
-0.000842261	0.00315528	0.000339591	1415	1
0.00173426	0.0170695	0.00936016	4275	1
0.0141317	0.0139153	0.0125126	10005	0
0.0164011	-0.0014253	0.00861874	7115	1
-0.00230408	-0.0107327	0.00383493	415	1
-0.00403569	-0.0150575	0.00773	6525	1
-0.01628	0.0100734	0.0116579	10005	0
0.00761867	-0.00580659	0.00292117	3495	1
-0.0103161	9.26664e-06	0.00338695	865	1
0.00511705	0.0113841	0.0049577	8205	1
-0.0185173	0.00129227	0.010953	10005	0
-0.0128656	0.0053383	0.00617368	2845	1
-0.00580719	-0.00803971	0.0031312	2835	1
0.0082412	0.00267282	0.0023894	1505	1
0.00649425	0.0143777	0.00791835	955	1
0.00373106	0.00321062	0.000771461	2705	1
0.0112161	-0.00363113	0.00442311	8245	1
0.0112985	0.0116837	0.00840613	6795	1
0.0065901	0.0159858	0.00950946	4735	1
-0.0095893	-0.0028871	0.00319213	9695	1
0.00512739	0.0089137	0.00336605	2325	1
0.0157274	0.0081575	0.00998483	685	1
0.000201231	-0.00684773	0.00149408	1505	1
-0.0110047	0.0110168	0.00771629	2475	1
0.0162627	0.00610793	0.00959821	5715	1
-0.00285351	0.0193817	0.0121985	10005	0
-0.0125158	-0.0114359	0.00914572	2805	1
-0.000453223	-0.0101102	0.00325972	665	1
0.0299783	0.0127841	0.0336889	10005	0
0.0029063	0.015974	0.00838385	5055	1
-0.0123154	-0.00512199	0.00566115	3075	1
0.00874218	-0.00358111	0.002841	4965	1
