-0.133366	1.75573	-2	-1.99998	31.9999		3.23561e-10		160	-2	-1.99998	319.999		3.23561e-11		160	-2	-1.99998	3199.99		3.23561e-12		160	
-2.75491	6.98477	-1.96012	-1.96001	31.3643		0.00318906		254	0.0102198	0.0102338	79.1839		0.808202		160	1.96071	1.96073	0.30859		0.313746		254	
0.108341	-9.18821	-1.92007	-1.91996	30.733		0.0127951		160	0.684611	0.684561	34.6063		1.4414		254	1.98046	1.9805	0.0761871		0.316885		254	
7.17826	6.5453	-1.88009	-1.87989	30.1087		0.0288046		254	1.02276	1.02254	19.1042		1.82729		254	1.98703	1.98723	0.0331415		0.317944		160	
-8.63765	-6.77725	-1.84006	-1.8399	29.4909		0.0512141		254	1.22593	1.22563	11.9883		2.08113		254	1.99055	1.99025	0.0184369		0.318466		254	
-6.5038	0.727866	-1.79983	-1.80001	28.8788		0.0800631		160	1.36138	1.36117	8.15939		2.25963		254	1.99241	1.99256	0.0112929		0.318799		254	
8.034	9.65209	-1.75984	-1.76015	28.2751		0.115205		254	1.45814	1.45828	5.87073		2.39184		254	1.99368	1.99379	0.00785361		0.318998		254	
-7.42302	-4.70443	-1.71984	-1.72004	27.6759		0.156867		160	1.53092	1.53086	4.40125		2.49344		254	1.99471	1.99467	0.00564282		0.319151		254	
-1.84362	-9.97192	-1.68005	-1.68	27.0852		0.204766		254	1.58739	1.58746	3.40437		2.57392		254	1.9953	1.99544	0.00428844		0.31926		254	
2.53395	2.20618	-1.63979	-1.64015	26.4988		0.25924		160	1.63265	1.63275	2.69813		2.63931		160	1.99587	1.99597	0.003324		0.319348		160	
-3.0369	5.34471	-1.60001	-1.6	25.9201		0.31999		254	1.66974	1.66952	2.18294		2.69323		160	1.99641	1.99619	0.00273607		0.319409		160	
-9.67956	-9.19553	-1.55994	-1.56005	25.3472		0.387203		254	1.70065	1.70053	1.79293		2.73887		254	1.99669	1.99685	0.00208564		0.319484		254	
-4.19782	-6.5978	-1.51991	-1.52005	24.7806		0.460832		160	1.72662	1.72678	1.49386		2.77766		254	1.99698	1.99714	0.00172883		0.31953		254	
-3.00516	4.52681	-1.4799	-1.48001	24.2201		0.540901		160	1.74903	1.7492	1.25886		2.81117		160	1.9974	1.99746	0.00132299		0.319589		160	
-5.468	-5.87329	-1.43997	-1.43999	23.6669		0.627244		160	1.76851	1.7685	1.07179		2.84033		254	1.99756	1.99753	0.00120437		0.319607		254	
-5.72375	3.73272	-1.3998	-1.39984	23.1175		0.720438		160	1.7855	1.78558	0.919869		2.86606		254	1.99775	1.99779	0.000992337		0.319644		254	
-4.48103	0.0759911	-1.36012	-1.36012	22.5808		0.818886		160	1.80049	1.80031	0.796813		2.88861		160	1.99807	1.99789	0.000815286		0.319677		160	
-4.48592	5.30015	-1.31989	-1.31995	22.0437		0.925019		254	1.81388	1.81392	0.692698		2.90916		160	1.99808	1.9981	0.000728645		0.319695		254	
7.36137	-2.22571	-1.28	-1.28002	21.5169		1.03677		254	1.82577	1.82578	0.607086		2.92731		254	1.99826	1.99825	0.000608267		0.319721		160	
-5.80493	-0.40315	-1.23987	-1.23999	20.9943		1.15542		160	1.83645	1.83644	0.535006		2.94366		254	1.99831	1.99825	0.000589144		0.319725		254	
-3.54045	5.48448	-1.20006	-1.19992	20.4799		1.28003		160	1.84615	1.84614	0.473428		2.95857		254	1.99839	1.99839	0.000518222		0.319743		254	
-6.88406	-4.53169	-1.16005	-1.15994	19.9711		1.41122		254	1.85493	1.85504	0.420593		2.97218		254	1.99845	1.99855	0.00045039		0.31976		254	
-5.42589	3.05643	-1.12021	-1.12016	19.4711		1.54816		160	1.86303	1.86301	0.375266		2.98459		254	1.99858	1.99868	0.000373742		0.319781		254	
-2.65297	-6.15223	-1.07988	-1.07999	18.972		1.69305		160	1.87049	1.87038	0.335732		2.99606		254	1.99878	1.9986	0.000344778		0.31979		254	
0.473342	-0.531938	-1.04017	-1.04	18.4842		1.84288		160	1.87723	1.87723	0.301459		3.00658		160	1.9986	1.99861	0.000389294		0.319777		160	
-5.89587	0.635701	-1.00011	-0.999927	18.0002		1.99993		160	1.88349	1.8836	0.271238		3.01638		254	1.9988	1.99873	0.000304906		0.319803		254	
3.81451	-6.31275	-0.95988	-0.960027	17.5226		2.16339		160	1.88945	1.88933	0.244687		3.02547		254	1.99886	1.99886	0.000260331		0.319817		254	
-7.33329	-0.549638	-0.920014	-0.920152	17.0538		2.33244		160	1.89472	1.89459	0.221953		3.03367		254	1.99892	1.99892	0.000233811		0.319827		254	
9.37376	-5.5211	-0.880033	-0.88006	16.5893		2.50859		254	1.89987	1.89989	0.200476		3.04181		254	1.99904	1.99905	0.000181171		0.319848		254	
7.45415	-5.10483	-0.840008	-0.840021	16.1314		2.69113		254	1.9043	1.90431	0.183151		3.04872		254	1.99906	1.99905	0.000179739		0.319848		254	
9.75646	-5.21836	-0.799997	-0.799994	15.68		2.88002		254	1.90873	1.90873	0.166615		3.05563		254	1.99898	1.99896	0.000210881		0.319836		254	
-2.60781	6.95608	-0.760181	-0.760044	15.2364		3.07464		160	1.91299	1.91295	0.151475		3.06227		160	1.99917	1.99915	0.0001415		0.319865		254	
4.70199	6.28162	-0.719937	-0.720057	14.7968		3.27682		254	1.91666	1.91682	0.138647		3.06817		160	1.99911	1.99927	0.000132827		0.31987		160	
4.69955	7.15567	-0.679976	-0.680015	14.3648		3.48482		254	1.92046	1.92047	0.126519		3.07401		160	1.99905	1.99906	0.000178363		0.319849		160	
-4.87533	9.80468	-0.640028	-0.64001	13.9394		3.6991		254	1.92383	1.92383	0.116033		3.07929		254	1.99931	1.99929	9.75994e-05		0.319888		254	
