0.90112	0.518662	-6.33391e-07	9.2684e-08	1.30482e-11	234	1	0.770038	-0.00486285	0.621272	45	0
-0.922178	-0.43376	-9.24075e-09	0.774715	0.619837	233	0	0.78893	0.775918	1.24607	57	0
-0.601184	-0.380108	-2.26871e-07	0.774715	0.619837	233	0	-0.00337957	0.00353521	0.000761603	101	0
-0.0365307	0.423017	3.15684e-07	5.1169e-07	1.15106e-11	193	1	-0.0448171	0.0162932	0.0717629	31	0
0.0416578	0.790582	-1.59217e-07	-1.92047e-07	1.98153e-12	185	1	-0.0177892	0.00317281	0.0103814	101	0
0.939512	0.675893	-4.15426e-07	-3.54204e-07	9.49041e-12	236	1	0.939512	0.675893	2.32072	21	0
-0.193213	-0.275185	-6.51174e-07	6.61914e-07	2.74534e-11	200	1	-0.193213	-0.650185	2.02276	23	0
0.0450148	-0.158788	-5.33606e-07	3.9939e-07	1.4146e-11	218	1	0.0450148	-0.158788	0.771031	21	0
0.243629	0.478866	0.774715	-6.44961e-07	0.619837	226	0	0.0447555	0.0375747	0.107791	31	0
-0.000640889	0.0983001	-1.95584e-08	-3.37979e-07	3.64953e-12	195	1	-0.000460748	-0.000512873	1.51356e-05	59	0
0.803888	-0.270241	6.90859e-07	-6.17719e-07	2.73483e-11	228	1	0.671306	-0.777824	1.53958	27	0
0.674734	-0.879757	8.72414e-08	3.31663e-07	3.745e-12	241	1	0.00315717	0.0108517	0.00406496	139	0
-0.402264	0.757073	0.774716	2.15841e-07	0.619837	217	0	0.347736	0.757073	2.66731	23	0
0.401349	0.409589	3.27268e-07	5.78733e-07	1.40756e-11	191	1	-0.0182462	-0.790903	0.638663	29	0
-0.361553	0.959655	4.10377e-07	1.99265e-07	6.62714e-12	201	1	-0.784036	-0.054926	0.717193	39	0
0.666921	-0.550462	-6.28022e-07	-1.09477e-07	1.29408e-11	218	1	-0.0123252	0.00170175	0.00492574	85	0
-0.362774	-0.279519	-1.03715e-07	5.28251e-08	4.31211e-13	234	1	0.0760074	0.0113301	0.182814	41	0
-0.226966	0.984863	2.261e-07	0.774716	0.619837	233	0	-0.777711	-0.000661375	0.620132	81	0
-0.588183	0.430952	1.69884e-07	2.77004e-07	3.3622e-12	234	1	0.831734	0.798846	1.36088	45	0
0.0112003	-0.25663	-6.11869e-07	-6.79173e-07	2.66094e-11	244	1	-0.121382	-0.764213	1.05903	27	0
0.970824	-0.511582	5.4014e-07	0.774716	0.619837	216	0	0.970824	-0.792832	2.34552	27	0
-0.0790124	-0.0876797	4.49755e-07	6.62089e-07	2.03997e-11	209	1	-0.0072782	-0.00221609	0.0018427	41	0
-0.664113	0.0784631	2.36869e-07	-4.6652e-07	8.71703e-12	217	1	0.000274982	-0.000543743	1.18222e-05	153	0
0.19248	-0.320048	6.28822e-07	-7.07172e-07	2.85154e-11	226	1	0.0110507	-0.00376444	0.00433737	119	0
0.165441	-0.444746	-6.73192e-07	0.774716	0.619837	193	0	0.0116348	-0.0327219	0.0382208	39	0
0.775994	0.157384	3.16441e-07	5.11443e-07	1.15177e-11	218	1	0.00450236	0.0142592	0.00711325	87	0
0.240883	0.231666	0.774715	3.94165e-07	0.619837	217	0	0.240883	-0.049584	1.45096	27	0
-0.238868	0.990539	-1.37127e-07	0.774715	0.619837	250	0	-0.777992	-0.00407199	0.620701	37	0
-0.120823	0.392254	-3.49358e-07	-4.27112e-07	9.69513e-12	235	1	-0.120823	0.0172544	0.441519	23	0
-0.411664	-0.0231635	0.774716	-7.06895e-07	0.619837	209	0	0.338336	-0.0231635	2.01651	23	0
-0.666677	-0.65862	1.58635e-07	4.04512e-07	6.01164e-12	174	1	0.0170319	0.813921	0.677663	33	0
-0.846126	0.99823	4.04337e-07	0.774715	0.619837	234	0	-0.00205737	0.00160079	0.000216376	83	0
0.243873	-0.701041	0.774716	6.36084e-08	0.619837	241	0	-0.00145655	-0.771068	0.620319	73	0
-0.626637	-0.417402	4.26893e-07	0.774715	0.619837	240	0	0.785597	-0.00877094	0.626002	59	0
0.203711	-0.043611	4.94722e-07	-3.77226e-07	1.23248e-11	236	1	0.203711	-0.043611	1.13063	21	0
0.763482	0.407331	4.11424e-07	-4.43862e-07	1.16633e-11	218	1	0.755195	0.000606638	0.631611	31	0
-0.501816	0.50499	0.774715	6.29113e-07	0.619837	223	0	0.00285336	0.788768	0.626303	75	0
0.606555	0.0561235	-8.60481e-08	2.82243e-07	2.77245e-12	218	1	0.774638	0.0003468	0.619841	111	0
0.0843837	0.949889	6.67837e-07	3.7807e-07	1.87534e-11	218	1	-0.0481988	0.723556	0.77154	29	0
0.259316	-0.657582	0.774716	-5.17496e-07	0.619837	208	0	0.00607287	-0.0637449	0.127967	39	0
-0.129856	-0.478744	-1.48201e-07	0.774716	0.619837	215	0	-0.0169327	0.01601	0.0172681	57	0
0.168859	0.512192	-9.20437e-08	3.72075e-07	4.67804e-12	235	1	0.0197036	0.0211824	0.0265941	33	0
0.357402	-0.00393689	0.774715	-1.20144e-07	0.619837	210	0	0.782658	-0.0198548	0.634343	45	0
-0.842219	-0.362774	4.67131e-08	-1.03715e-07	4.12115e-13	235	1	-0.0922193	-0.737774	0.920911	25	0
0.710257	-0.258095	-2.59178e-07	7.06633e-07	1.80389e-11	227	1	0.677112	-0.759991	1.51575	29	0
-0.45793	-0.486801	0.774716	0.774716	1.23967	231	0	0.8224	0.0435293	0.751545	25	0
0.312235	0.296793	0.774716	0.774716	1.23967	207	0	-0.10736	-0.9037	1.47686	29	0
0.642628	-0.626331	-4.15703e-07	-5.17467e-07	1.40292e-11	241	1	0.790537	-0.754419	1.26025	41	0
0.873959	-0.704337	4.45055e-07	-3.69775e-08	6.3507e-12	235	1	0.783729	-0.00278319	0.622632	55	0
0.254311	0.733146	0.774715	4.39336e-07	0.619837	226	0	0.254311	0.733146	2.15063	21	0
0.153722	-0.442	3.99681e-07	0.774716	0.619837	235	0	-8.42803e-05	-0.0299753	0.0284835	39	0
0.634754	-0.328837	-6.55991e-07	4.5511e-07	2.0298e-11	227	1	0.634754	-0.703837	1.90062	23	0
0.354717	0.147374	0.774716	-2.70878e-07	0.619837	226	0	0.819571	-0.854304	1.50291	43	0
0.574816	0.871456	-5.77816e-07	-1.08153e-07	1.10039e-11	227	1	0.762316	0.777706	1.24472	29	0
-0.740349	-0.783563	-1.82297e-07	-7.05789e-08	1.2168e-12	215	1	0.00965148	-0.783563	0.625257	23	0
0.113315	-0.274453	1.20246e-07	6.84266e-07	1.53699e-11	232	1	-0.0192673	-0.782035	0.633316	27	0
-0.833186	-0.55034	-1.54444e-07	3.71085e-07	5.14433e-12	225	1	-0.00310229	-0.000970344	0.000336426	75	0
-0.540208	-0.182592	2.03457e-07	-3.27064e-07	4.72422e-12	217	1	0.209792	-0.182592	2.01789	23	0
-0.311075	-0.0840175	-4.33355e-07	-6.56661e-07	1.97105e-11	234	1	0.00582929	0.00617117	0.00229428	77	0
