5; 1; 20; 
4,98995; 1,01169; 20,6922; 
4,9799; 1,02165; 21,3635; 
4,96987; 1,03155; 22,0147; 
4,95984; 1,04139; 22,6467; 
4,94983; 1,05118; 23,2601; 
4,93982; 1,06091; 23,8558; 
4,92983; 1,07058; 24,4345; 
4,91985; 1,08019; 24,9967; 
4,90987; 1,08975; 25,5431; 
4,89991; 1,09925; 26,0744; 
4,88996; 1,1087; 26,591; 
4,88001; 1,11809; 27,0936; 
4,87008; 1,12742; 27,5826; 
4,86016; 1,13671; 28,0585; 
4,85025; 1,14594; 28,5219; 
4,84034; 1,15511; 28,973; 
4,83045; 1,16424; 29,4125; 
4,82057; 1,17331; 29,8406; 
4,8107; 1,18233; 30,2577; 
4,80083; 1,1913; 30,6643; 
4,79098; 1,20021; 31,0607; 
4,78114; 1,20908; 31,4473; 
4,77131; 1,2179; 31,8242; 
4,76149; 1,22666; 32,192; 
4,75167; 1,23538; 32,5508; 
4,74187; 1,24405; 32,901; 
4,73208; 1,25266; 33,2428; 
4,7223; 1,26123; 33,5764; 
4,71253; 1,26976; 33,9023; 
4,70277; 1,27823; 34,2205; 
4,69302; 1,28666; 34,5313; 
4,68328; 1,29504; 34,835; 
4,67355; 1,30337; 35,1317; 
4,66382; 1,31165; 35,4217; 
4,65411; 1,31989; 35,7051; 
4,64441; 1,32809; 35,9823; 
4,63472; 1,33624; 36,2532; 
4,62504; 1,34434; 36,5182; 
4,61537; 1,3524; 36,7773; 
4,60571; 1,36041; 37,0308; 
4,59606; 1,36838; 37,2788; 
4,58642; 1,3763; 37,5215; 
4,5768; 1,38418; 37,759; 
4,56718; 1,39202; 37,9914; 
4,55757; 1,39982; 38,219; 
4,54797; 1,40757; 38,4417; 
4,53838; 1,41528; 38,6598; 
4,5288; 1,42294; 38,8734; 
4,51923; 1,43057; 39,0826; 
4,50967; 1,43815; 39,2874; 
4,50012; 1,44569; 39,4881; 
4,49059; 1,45319; 39,6848; 
4,48106; 1,46065; 39,8774; 
4,47154; 1,46806; 40,0662; 
4,46203; 1,47544; 40,2512; 
4,45253; 1,48278; 40,4326; 
4,44305; 1,49007; 40,6103; 
4,43357; 1,49733; 40,7846; 
4,4241; 1,50454; 40,9554; 
4,41464; 1,51172; 41,123; 
4,4052; 1,51886; 41,2872; 
4,39576; 1,52596; 41,4483; 
4,38633; 1,53302; 41,6063; 
4,37691; 1,54004; 41,7613; 
4,36751; 1,54702; 41,9134; 
4,35811; 1,55397; 42,0625; 
4,34872; 1,56087; 42,2089; 
4,33935; 1,56774; 42,3525; 
4,32998; 1,57457; 42,4934; 
4,32062; 1,58137; 42,6317; 
4,31128; 1,58813; 42,7674; 
4,30194; 1,59485; 42,9006; 
4,29262; 1,60153; 43,0314; 
4,2833; 1,60818; 43,1597; 
4,274; 1,61479; 43,2857; 
4,2647; 1,62137; 43,4094; 
4,25541; 1,6279; 43,5309; 
4,24614; 1,63441; 43,6502; 
4,23687; 1,64088; 43,7673; 
4,22762; 1,64731; 43,8823; 
4,21837; 1,65371; 43,9953; 
4,20914; 1,66007; 44,1062; 
4,19991; 1,6664; 44,2152; 
4,1907; 1,67269; 44,3222; 
4,1815; 1,67895; 44,4274; 
4,1723; 1,68518; 44,5307; 
4,16312; 1,69137; 44,6322; 
4,15394; 1,69752; 44,7318; 
4,14478; 1,70365; 44,8298; 
4,13562; 1,70974; 44,926; 
4,12648; 1,71579; 45,0206; 
4,11735; 1,72182; 45,1135; 
4,10822; 1,72781; 45,2049; 
4,09911; 1,73376; 45,2946; 
4,09001; 1,73969; 45,3828; 
4,08091; 1,74558; 45,4695; 
4,07183; 1,75144; 45,5547; 
4,06276; 1,75727; 45,6384; 
4,0537; 1,76306; 45,7207; 
4,04464; 1,76883; 45,8016; 
4,0356; 1,77456; 45,8811; 
4,02657; 1,78026; 45,9593; 
4,01755; 1,78593; 46,0362; 
4,00853; 1,79157; 46,1117; 
3,99953; 1,79717; 46,186; 
3,99054; 1,80275; 46,259; 
3,98156; 1,80829; 46,3308; 
3,97259; 1,81381; 46,4013; 
3,96362; 1,81929; 46,4707; 
3,95467; 1,82475; 46,5389; 
3,94573; 1,83017; 46,606; 
3,9368; 1,83556; 46,672; 
3,92788; 1,84092; 46,7368; 
3,91897; 1,84626; 46,8006; 
3,91007; 1,85156; 46,8633; 
3,90118; 1,85683; 46,9249; 
3,8923; 1,86208; 46,9855; 
3,88343; 1,86729; 47,0451; 
3,87457; 1,87248; 47,1037; 
3,86571; 1,87764; 47,1614; 
3,85687; 1,88277; 47,218; 
3,84804; 1,88786; 47,2738; 
3,83922; 1,89294; 47,3286; 
3,83041; 1,89798; 47,3824; 
3,82162; 1,90299; 47,4354; 
3,81283; 1,90798; 47,4875; 
3,80405; 1,91293; 47,5388; 
3,79528; 1,91786; 47,5891; 
3,78652; 1,92277; 47,6387; 
3,77777; 1,92764; 47,6874; 
3,76903; 1,93249; 47,7353; 
3,7603; 1,9373; 47,7824; 
3,75158; 1,9421; 47,8287; 
3,74287; 1,94686; 47,8742; 
3,73418; 1,9516; 47,919; 
3,72549; 1,95631; 47,963; 
3,71681; 1,96099; 48,0063; 
3,70814; 1,96565; 48,0488; 
3,69948; 1,97028; 48,0907; 
3,69083; 1,97488; 48,1318; 
3,6822; 1,97946; 48,1722; 
3,67357; 1,98401; 48,212; 
3,66495; 1,98853; 48,2511; 
3,65634; 1,99303; 48,2895; 
3,64775; 1,9975; 48,3273; 
3,63916; 2,00195; 48,3644; 
3,63058; 2,00637; 48,4009; 
3,62202; 2,01076; 48,4367; 
3,61346; 2,01513; 48,472; 
3,60491; 2,01947; 48,5066; 
3,59638; 2,02379; 48,5407; 
3,58785; 2,02808; 48,5741; 
3,57933; 2,03235; 48,607; 
3,57083; 2,03659; 48,6393; 
3,56233; 2,04081; 48,6711; 
3,55384; 2,04501; 48,7023; 
3,54537; 2,04917; 48,7329; 
3,5369; 2,05332; 48,763; 
3,52845; 2,05744; 48,7926; 
3,52; 2,06153; 48,8216; 
3,51157; 2,0656; 48,8501; 
3,50314; 2,06965; 48,8782; 
