-8.22474;-4.22474;23.7753;5;
-0.466933;-2.46693;1.53307;11;
-62.2242;-54.2242;449.776;15;
54.7838;58.7838;86.7838;9;
-40.379;-32.379;471.621;9;
24.3324;-487.668;16.3324;15;
-47.795;-39.795;464.205;15;
-76.4275;-68.4275;435.572;14;
81.4936;49.4936;77.4936;15;
80.6146;48.6146;76.6146;17;
97.7477;-414.252;89.7477;18;
3.57372;-4.42628;1.57372;21;
-87.6461;-79.6461;424.354;16;
-86.6573;-78.6573;425.343;15;
9.89105;-22.109;5.89105;10;
77.0562;45.0562;73.0562;15;
-60.9363;-52.9363;451.064;20;
60.8814;60.8814;64.8814;7;
-23.1361;-15.1361;488.864;16;
69.7256;37.7256;65.7256;10;
-86.4742;-78.4742;425.526;9;
-19.4861;-15.4861;12.5139;9;
-12.2532;-8.25318;19.7468;13;
31.1991;-480.801;23.1991;14;
-63.8356;-55.8356;448.164;16;
-77.0074;-69.0074;434.993;10;
-65.8071;-57.8071;446.193;10;
54.9852;58.9852;86.9852;9;
-78.8629;-70.8629;433.137;9;
61.9739;59.9739;63.9739;12;
46.8734;50.8734;78.8734;16;
94.0916;-417.908;86.0916;19;
-25.6447;-17.6447;486.355;27;
84.8994;-427.101;76.8994;11;
-52.0615;-44.0615;459.938;17;
-71.3675;-63.3675;440.632;10;
-84.3135;-76.3135;427.687;10;
-48.5946;-40.5946;463.405;14;
0.753807;-1.24619;2.75381;7;
41.6791;-470.321;33.6791;16;
76.5313;44.5313;72.5313;25;
25.5898;-486.41;17.5898;21;
-61.858;-53.858;450.142;14;
59.4592;61.4592;67.4592;12;
4.04981;-3.95019;2.04981;16;
88.3236;-423.676;80.3236;15;
50.4013;54.4013;82.4013;31;
-87.64;-79.64;424.36;20;
3.28684;-4.71316;1.28684;12;
35.9111;-476.089;27.9111;15;
-85.6868;-77.6868;426.313;19;
-27.1706;-19.1706;484.829;14;
-51.5915;-43.5915;460.408;15;
-28.666;-20.666;483.334;10;
-55.5162;-47.5162;456.484;14;
-73.5099;-65.5099;438.49;14;
94.3663;-417.634;86.3663;11;
94.3175;-417.683;86.3175;27;
-51.8967;-43.8967;460.103;27;
32.7189;-479.281;24.7189;11;
-79.8517;-71.8517;432.148;17;
96.4537;-415.546;88.4537;11;
-35.4534;-27.4534;476.547;24;
-69.097;-61.097;442.903;14;
-64.9831;-56.9831;447.017;10;
67.6809;59.6809;65.6809;13;
-29.0506;-21.0506;482.949;16;
48.7106;52.7106;80.7106;13;
78.7713;46.7713;74.7713;21;
20.3345;-491.666;12.3345;19;
-64.9159;-56.9159;447.084;14;
-31.5348;-23.5348;480.465;10;
47.4593;51.4593;79.4593;9;
37.0403;-474.96;29.0403;19;
-3.27464;-1.27464;4.72536;19;
8.07215;-23.9279;4.07215;13;
-24.2286;-16.2286;487.771;15;
-51.384;-43.384;460.616;10;
58.7756;60.7756;66.7756;8;
-27.4209;-19.4209;484.579;16;
7.22983;-24.7702;3.22983;14;
-51.5854;-43.5854;460.415;15;
-30.5765;-22.5765;481.424;16;
-67.2597;-59.2597;444.74;10;
-16.4037;-12.4037;15.5963;9;
49.1501;53.1501;81.1501;14;
-23.4169;-15.4169;488.583;20;
-13.2542;-9.25419;18.7458;9;
-15.3722;-11.3722;16.6278;12;
-11.4231;-7.42308;20.5769;12;
35.7891;-476.211;27.7891;14;
61.4063;61.4063;65.4063;15;
-50.499;-42.499;461.501;17;
90.2951;-421.705;82.2951;16;
52.9405;56.9405;84.9405;30;
-90.936;-82.936;421.064;11;
-88.8913;-80.8913;423.109;10;
85.8089;-426.191;77.8089;11;
42.9853;-469.015;34.9853;17;
-43.5224;-35.5224;468.478;26;
