2.24856e-13;-7.15717e-18;8;0;
-2.27626e-14;-7.15717e-18;9;0;
0;-7.15717e-18;4;0;
0;nan;3;-2;
2.24949e-13;-7.15717e-18;8;0;
4.28203e-13;-7.15717e-18;9;0;
2.17876e-13;-7.15717e-18;8;0;
2.20054e-13;-7.15717e-18;9;0;
62.7552;-0.921148;11;-1;
62.72;-0.921136;11;-1;
2.23578e-13;-7.15717e-18;16;0;
0;-7.15717e-18;10;0;
2.33099e-13;-7.15717e-18;9;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;9;0;
62.7567;-0.921147;14;-1;
0;-7.15717e-18;4;0;
62.8179;-0.921075;10;-1;
0;-7.15717e-18;4;0;
0;nan;3;-2;
0;-7.15717e-18;4;0;
2.24851e-13;-7.15717e-18;8;0;
2.24851e-13;-7.15717e-18;7;0;
2.24532e-13;-7.15717e-18;10;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
0;nan;3;-2;
2.23977e-13;-7.15717e-18;9;0;
62.7488;-0.921148;11;-1;
62.7482;-0.921148;12;-1;
2.48299e-13;-7.15717e-18;21;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;11;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
2.23435e-13;-7.15717e-18;8;0;
0;-7.15717e-18;4;0;
1.80722e-13;-7.15717e-18;9;0;
4.04156e-13;-7.15717e-18;19;0;
62.747;-0.921148;14;-1;
2.24181e-13;-7.15717e-18;8;0;
2.20006e-13;-7.15717e-18;8;0;
62.7255;-0.921141;11;-1;
2.28558e-13;-7.15717e-18;8;0;
2.24521e-13;-7.15717e-18;26;0;
62.7522;-0.921148;14;-1;
-7.24026e-15;-7.15717e-18;7;0;
2.37062e-13;-7.15717e-18;8;0;
2.14027e-13;-7.15717e-18;13;0;
2.22624e-13;-7.15717e-18;8;0;
2.86073e-13;-7.15717e-18;9;0;
0;-7.15717e-18;4;0;
2.19238e-13;-7.15717e-18;8;0;
2.2268e-13;-7.15717e-18;8;0;
0;-7.15717e-18;4;0;
2.21534e-13;-7.15717e-18;20;0;
2.91246e-13;-7.15717e-18;21;0;
0;-7.15717e-18;4;0;
2.40232e-13;-7.15717e-18;11;0;
0;-7.15717e-18;4;0;
2.37568e-13;-7.15717e-18;18;0;
2.19084e-13;-7.15717e-18;8;0;
0;-7.15717e-18;4;0;
2.18697e-13;-7.15717e-18;8;0;
62.7543;-0.921148;10;-1;
2.18222e-13;-7.15717e-18;8;0;
62.7391;-0.921147;15;-1;
62.7482;-0.921148;12;0;
2.24852e-13;-7.15717e-18;8;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
62.748;-0.921148;12;-1;
2.52546e-13;-7.15717e-18;15;0;
2.25328e-13;-7.15717e-18;7;0;
1.64423e-14;-7.15717e-18;9;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
62.7482;-0.921148;10;-1;
2.23117e-13;-7.15717e-18;8;0;
2.9278e-14;-7.15717e-18;9;0;
2.51829e-13;-7.15717e-18;10;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
0;-7.15717e-18;9;0;
62.7482;-0.921148;14;-1;
0;-7.15717e-18;4;0;
2.2485e-13;-7.15717e-18;7;0;
2.24849e-13;-7.15717e-18;7;0;
2.24853e-13;-7.15717e-18;7;0;
2.23294e-13;-7.15717e-18;12;0;
62.744;-0.921148;11;-1;
2.61228e-13;-7.15717e-18;9;0;
2.14876e-13;-7.15717e-18;25;0;
37.0279;0.0285077;5;-1;
0;-7.15717e-18;4;0;
0;-7.15717e-18;4;0;
2.3264e-13;-7.15717e-18;10;0;
2.3267e-13;-7.15717e-18;20;0;
0;-7.15717e-18;4;0;
