0.588702	5.98193
0.609267	5.83284
0.628804	5.69119
0.647363	5.55663
0.664995	5.4288
0.681745	5.30736
0.697658	5.19199
0.712775	5.0824
0.727137	4.97828
0.74078	4.87936
0.753741	4.78539
0.766054	4.69612
0.777751	4.61132
0.788863	4.53075
0.79942	4.45421
0.809449	4.3815
0.818977	4.31243
0.828028	4.24681
0.836627	4.18447
0.844795	4.12524
0.852555	4.06898
0.859928	4.01553
0.866931	3.96476
0.873585	3.91652
0.879906	3.87069
0.88591	3.82716
0.891615	3.7858
0.897034	3.74651
0.902182	3.70918
0.907073	3.67372
0.91172	3.64004
0.916134	3.60804
0.920327	3.57763
0.924311	3.54875
0.928095	3.52132
0.93169	3.49525
0.935106	3.47049
0.93835	3.44696
0.941433	3.42461
0.944361	3.40338
0.947143	3.38321
0.949786	3.36405
0.952297	3.34585
0.954682	3.32856
0.956948	3.31213
0.9591	3.29652
0.961145	3.2817
0.963088	3.26761
0.964934	3.25423
0.966687	3.24152
0.968353	3.22944
0.969935	3.21797
0.971438	3.20707
0.972866	3.19672
0.974223	3.18688
0.975512	3.17754
0.976736	3.16866
0.9779	3.16023
0.979005	3.15222
0.980054	3.14461
0.981052	3.13738
0.981999	3.13051
0.982899	3.12398
0.983754	3.11778
0.984566	3.11189
0.985338	3.1063
0.986071	3.10098
0.986768	3.09594
0.987429	3.09114
0.988058	3.08658
0.988655	3.08225
0.989222	3.07814
0.989761	3.07423
0.990273	3.07052
0.990759	3.067
0.991221	3.06365
0.99166	3.06046
0.992077	3.05744
0.992473	3.05457
0.99285	3.05184
0.993207	3.04925
0.993547	3.04679
0.99387	3.04445
0.994176	3.04222
0.994467	3.04011
0.994744	3.03811
0.995007	3.0362
0.995256	3.03439
0.995494	3.03267
0.995719	3.03104
0.995933	3.02949
0.996136	3.02801
0.996329	3.02661
0.996513	3.02528
0.996687	3.02402
0.996853	3.02282
0.99701	3.02168
0.99716	3.02059
0.997302	3.01956
0.997437	3.01858

0.588702	5.98193
0.638058	5.6241
0.681491	5.30921
0.719712	5.0321
0.753347	4.78825
0.782945	4.57366
0.808992	4.38482
0.831913	4.21864
0.852083	4.07241
0.869833	3.94372
0.885453	3.83047
0.899199	3.73081
0.911295	3.64312
0.92194	3.56594
0.931307	3.49803
0.93955	3.43827
0.946804	3.38567
0.953187	3.33939
0.958805	3.29867
0.963748	3.26283
0.968099	3.23129
0.971927	3.20353
0.975296	3.17911
0.97826	3.15762
0.980869	3.1387
0.983165	3.12206
0.985185	3.10741
0.986963	3.09452
0.988527	3.08318
0.989904	3.0732
0.991115	3.06441
0.992182	3.05668
0.99312	3.04988
0.993945	3.0439
0.994672	3.03863
0.995311	3.03399
0.995874	3.02991
0.996369	3.02632
0.996805	3.02317
0.997188	3.02039
0.997526	3.01794
0.997823	3.01579
0.998084	3.01389
0.998314	3.01223
0.998516	3.01076
0.998694	3.00947
0.998851	3.00833
0.998989	3.00733
0.99911	3.00645

0.588702	5.98193
1.00006	2.99959
1	3

