9.47935	2.25318
5.5384	-0.765151
4.77526	-0.697937
4.36681	-0.359074
4.02703	-0.0262593
3.72402	0.276057
3.45159	0.548421
3.20643	0.793575
2.98578	1.01422
2.7872	1.2128
2.60848	1.39152
2.44764	1.55236
2.30287	1.69713
2.17258	1.82742
2.05533	1.94467
1.94979	2.05021
1.85481	2.14519
1.76933	2.23067
1.6924	2.3076
1.62316	2.37684
1.56084	2.43916
1.50476	2.49524
1.45428	2.54572
1.40885	2.59115
1.36797	2.63203
1.33117	2.66883
1.29806	2.70194
1.26825	2.73175
1.24142	2.75858
1.21728	2.78272
1.19555	2.80445
1.176	2.824
1.1584	2.8416
1.14256	2.85744
1.1283	2.8717
1.11547	2.88453
1.10393	2.89607
1.09353	2.90647
1.08418	2.91582
1.07576	2.92424
1.06819	2.93181
1.06137	2.93863
1.05523	2.94477
1.04971	2.95029
1.04474	2.95526
1.04026	2.95974
1.03624	2.96376
1.03261	2.96739
1.02935	2.97065
1.02642	2.97358
1.02377	2.97623
1.0214	2.9786
1.01926	2.98074
1.01733	2.98267
1.0156	2.9844
1.01404	2.98596
1.01263	2.98737
1.01137	2.98863
1.01023	2.98977
1.00921	2.99079
1.00829	2.99171
1.00746	2.99254
1.00671	2.99329
1.00604	2.99396

9.47935	2.25318
0.0210749	-4.99082
8.86697	5.53793
-3.00981	-5.05988
9.53944	8.46139
-5.95082	-6.29014
11.3087	11.5308
-9.25133	-8.60252
14.1887	15.1618
-13.313	-12.0935
18.3524	19.7592
-18.5593	-17.0101
24.1216	25.779
-25.4921	-23.7525
31.9808	33.7829
-34.7478	-32.8982
42.6118	44.4975
-47.16	-45.2468
56.949	58.8829
-63.8374	-61.8876
76.2596	78.2214
-86.2645	-84.2935
102.255	104.233
-116.434	-114.451
137.24	139.227
-157.026	-155.036
184.319	186.312
-211.643	-209.649
247.672	249.667
-285.135	-283.138
332.92	334.917
-384.025	-382.027
447.63	449.629
-517.09	-515.091
601.985	603.985
-696.142	-694.143
809.686	811.685
-937.075	-935.075
1089.17	1091.17
-1261.27	-1259.27
1465.24	1467.24
-1697.52	-1695.52
1971.28	1973.28
-2284.52	-2282.52
2652.21	2654.21
-3074.4	-3072.4
3568.46	3570.46
-4137.26	-4135.26
4801.38	4803.38
-5567.44	-5565.44
6460.39	6462.39
-7491.89	-7489.89
8692.75	8694.75
-10081.4	-10079.4
11696.6	11698.6
-13565.9	-13563.9
15738.6	15740.6
-18254.7	-18252.7
21177.6	21179.6
-24563.8	-24561.8
28496.2	28498.2
-33053.4	-33051.4
38344.1	38346.1
-44477	-44475
51595.5	51597.5
-59848.6	-59846.6
69426.5	69428.5
-80532.6	-80530.6
93420	93422
-108365	-108363
125706	125708
-145816	-145814
169149	169151
-196211	-196209
227607	227609
-264022	-264020
306267	306269
-355268	-355266
412113	412115
-478049	-478047
554539	554541
-643263	-643261
746187	746189
-865575	-865573
1.00407e+06	1.00407e+06
-1.16472e+06	-1.16472e+06
1.35107e+06	1.35108e+06
-1.56724e+06	-1.56724e+06
1.81801e+06	1.81801e+06
-2.10888e+06	-2.10888e+06
2.44631e+06	2.44631e+06
-2.83772e+06	-2.83771e+06
3.29175e+06	3.29175e+06
-3.81843e+06	-3.81843e+06
4.42938e+06	4.42938e+06
-5.13808e+06	-5.13808e+06
5.96017e+06	5.96018e+06
-6.9138e+06	-6.9138e+06
8.02001e+06	8.02001e+06
-9.30321e+06	-9.30321e+06
1.07917e+07	1.07917e+07
-1.25184e+07	-1.25184e+07
1.45213e+07	1.45213e+07
-1.68448e+07	-1.68448e+07
1.95399e+07	1.95399e+07
-2.26663e+07	-2.26663e+07
2.62929e+07	2.62929e+07
-3.04998e+07	-3.04998e+07
3.53798e+07	3.53798e+07
-4.10405e+07	-4.10405e+07
4.7607e+07	4.7607e+07
-5.52241e+07	-5.52241e+07
6.406e+07	6.406e+07
-7.43096e+07	-7.43096e+07
8.61991e+07	8.61991e+07
-9.9991e+07	-9.99909e+07
1.1599e+08	1.1599e+08
-1.34548e+08	-1.34548e+08
