9.18027	-8.73775	1.00624	2.99376	7.78779e-05	71	70	1.00114	2.99893	2.45456e-06	27	26	1.0104	2.98508	0.000412299	261	130	130	
-9.2291	7.11356	0.993836	3.00616	7.59846e-05	68	67	0.998743	3.00128	3.22266e-06	26	25	0.983201	3.00676	0.00073134	251	125	125	
7.06534	9.52574	0.994238	3.00576	6.6408e-05	36	35	0.998872	3.00111	2.50077e-06	18	17	1.01287	3.01385	0.00321417	241	120	120	
-2.54555	-9.03256	1.00618	2.99382	7.63047e-05	63	62	1.00131	2.99862	3.64327e-06	25	24	0.994745	2.98217	0.00247816	255	127	127	
-1.16855	-0.878628	1.00604	2.99396	7.30795e-05	48	47	1.00134	2.99872	3.43553e-06	21	20	0.991034	2.98396	0.002838	215	107	107	
9.33592	7.26859	1.00619	2.99381	7.66061e-05	56	55	1.00143	2.99857	4.06513e-06	23	22	1.01681	3.00861	0.00294017	243	121	121	
-7.73675	-2.66945	0.994238	3.00576	6.64028e-05	54	53	0.998902	3.00109	2.40285e-06	23	22	0.984102	2.98968	0.00310814	247	123	123	
2.66457	-7.022	1.0062	2.9938	7.68902e-05	66	65	1.0011	2.99891	2.39056e-06	26	25	1.00303	2.98176	0.00126692	247	123	123	
9.33409	9.65514	1.00593	2.99407	7.04432e-05	48	47	1.00129	2.99868	3.42104e-06	21	20	1.01441	3.0115	0.00302573	249	124	124	
-3.30668	-6.9158	1.00622	2.99378	7.74266e-05	59	58	1.00131	2.99862	3.66466e-06	24	23	0.992555	2.98286	0.00276732	249	124	124	
-3.15226	0.369579	0.994023	3.00598	7.14524e-05	47	46	0.998852	3.0012	2.76237e-06	21	20	0.984506	2.99018	0.00289857	219	109	109	
-5.49974	0.629597	0.993717	3.00628	7.89599e-05	56	55	0.998599	3.00141	3.9534e-06	23	22	0.982172	2.9935	0.00272795	231	115	115	
-1.14658	-2.18543	1.00634	2.99366	8.04655e-05	53	52	1.00105	2.99896	2.18724e-06	23	22	0.992771	2.98254	0.00279583	223	111	111	
-0.368358	9.2822	0.993813	3.00619	7.65496e-05	62	61	0.998509	3.00158	4.74413e-06	24	23	0.996049	3.01814	0.00114978	229	114	114	
-8.57662	-7.47063	1.00595	2.99405	7.07196e-05	42	41	1.00147	2.99846	4.56005e-06	19	18	0.98719	2.98599	0.00323674	259	129	129	
-5.81164	1.57262	0.994027	3.00597	7.13433e-05	59	58	0.998741	3.0012	3.03537e-06	24	23	0.98225	2.99628	0.00217257	233	116	116	
-9.54649	-3.63262	0.994045	3.00596	7.0935e-05	56	55	0.998602	3.00139	3.8941e-06	23	22	0.984368	2.99017	0.00293432	255	127	127	
-6.0094	5.91601	0.994149	3.00585	6.84713e-05	65	64	0.99869	3.00124	3.28292e-06	25	24	0.982648	3.00722	0.000763913	235	117	117	
-6.90909	0.710166	0.993767	3.00623	7.77066e-05	59	58	0.998656	3.00128	3.45625e-06	24	23	0.98233	2.99488	0.00241516	239	119	119	
6.42445	5.55101	1.006	2.994	7.19441e-05	53	52	1.00143	2.99848	4.3909e-06	22	21	1.01649	3.00775	0.00268212	227	113	113	
3.4196	1.91076	1.00593	2.99407	7.03861e-05	55	54	1.00136	2.99855	3.9726e-06	22	21	1.01671	2.99248	0.000673326	195	97	97	
6.62038	-7.48466	1.00623	2.99377	7.76024e-05	69	68	1.00139	2.99864	3.79842e-06	26	25	1.00877	2.98364	0.000574855	253	126	126	
3.02774	-7.91437	1.00618	2.99382	7.6382e-05	67	66	1.00121	2.9988	2.90251e-06	26	25	1.00333	2.98208	0.00118437	251	125	125	
-2.42653	9.79064	0.993977	3.00602	7.25558e-05	65	64	0.998748	3.00131	3.31279e-06	25	24	0.991518	3.01681	0.000631945	235	117	117	
-2.91299	3.38725	0.994111	3.00589	6.93612e-05	57	56	0.998733	3.00128	3.24695e-06	23	22	0.98113	3.00187	0.00151585	209	104	104	
9.83215	-5.27329	1.00595	2.99405	7.09096e-05	70	69	1.00114	2.9988	2.76504e-06	26	25	1.01378	2.98709	0.000359533	253	126	126	
-3.43913	3.87188	0.994109	3.00589	6.94154e-05	59	58	0.998899	3.00104	2.31073e-06	24	23	0.981646	3.0036	0.00121997	215	107	107	
6.3805	6.89199	1.00585	2.99415	6.83572e-05	47	46	1.00113	2.99882	2.6747e-06	21	20	1.01476	3.01068	0.00291929	231	115	115	
7.17277	-6.89871	1.00622	2.99378	7.72792e-05	69	68	1.00135	2.99868	3.5642e-06	26	25	1.00963	2.98456	0.000466428	253	126	126	
8.35017	-6.54897	1.00588	2.99412	6.92094e-05	70	69	1.00131	2.99873	3.3345e-06	26	25	1.01147	2.9851	0.000400532	253	126	126	
