-5.86718	6.15406
-3.69521	7.3239
-2.91209	7.12895
-2.02804	6.48503
-1.14189	5.39569
-0.643802	4.58081
-0.247335	4.10945
0.194944	3.7417
0.47021	3.552
0.63689	3.40344
0.75614	3.25866
0.81941	3.17248
0.871144	3.11703
0.917336	3.07943
0.944347	3.05858
0.962427	3.04099
0.974181	3.02641
0.98108	3.01789
0.986991	3.01206
0.991552	3.00839
0.994264	3.00609
0.996131	3.00412
0.997275	3.0027
0.998044	3.00184
0.998693	3.00124

-5.86718	6.15406
-0.654458	8.96168
2.29162	6.99598
-1.44625	1.43024
0.845662	2.46014
1.61783	3.28701
2.3213	4.083
1.30437	3.14547
0.763822	2.64584
0.258918	2.17907
0.882327	2.8308
1.20701	3.1688
1.51065	3.48481
1.1002	3.08353
0.885794	2.87344
0.685374	2.67702
0.943922	2.93853
1.07901	3.07502
1.20532	3.20261
1.03848	3.03674
0.951358	2.95007
0.869905	2.86903
0.976212	2.97565
1.03175	3.03133
1.08367	3.08339
1.01549	3.01531
0.979883	2.97975
0.94659	2.9465
0.990172	2.99011
1.01294	3.01289
1.03422	3.03419
1.00632	3.0063
0.991741	2.99173
0.978114	2.9781
0.995966	2.99596
1.00529	3.00529
1.01401	3.01401
1.00258	3.00258
0.996616	2.99661
0.991036	2.99103
0.998347	2.99835
1.00217	3.00217
1.00574	3.00574
1.00106	3.00106
0.998614	2.99861
0.996329	2.99633
0.999323	2.99932
1.00089	3.00089
1.00235	3.00235
1.00043	3.00043
0.999432	2.99943
0.998496	2.9985
0.999723	2.99972
1.00036	3.00036

-5.86718	6.15406
-3.2586	7.55907
0.971114	2.98837
0.993214	3.00688
0.999857	2.99991
0.999997	3

