0	519.59	30.766	-1.61015e+06	96964.6	-9.27423e+10	-0.00154913	2006	-2
0.01	555.065	30.0775	200	18.937	0.439378	2.04071	366	0
0.02	425.568	19.0725	200	18.9368	0.439369	2.04079	366	0
0.03	674.941	18.815	200	18.937	0.439379	2.0407	515	0
0.04	730.998	23.8859	200	18.937	0.439378	2.04071	230	0
0.05	843.745	40.5588	200	18.9369	0.43937	2.04078	366	0
0.06	860.494	30.6793	200	18.9369	0.439375	2.04075	230	0
0.07	383.502	49.4397	200	18.9371	0.439379	2.0407	230	0
0.08	819.623	30.5853	200	18.937	0.439379	2.04071	230	0
0.09	707.926	41.1631	200	18.9369	0.439374	2.04075	230	0
0.1	800.946	24.5048	200	18.9369	0.43937	2.04079	367	0
0.11	375.86	19.9588	200	18.9369	0.43937	2.04078	366	0
0.12	866.573	15.7253	200	19.5581	0.468668	1.7936	528	0
0.13	434.138	22.1915	200	18.9369	0.439372	2.04076	230	0
0.14	432.063	32.3151	200	18.9367	0.439362	2.04088	230	0
0.15	774.187	47.8356	200	18.9367	0.43936	2.04087	230	0
0.16	877.34	40.5185	214.912	19.396	0.495302	2.30074	502	0
0.17	627.796	11.117	200	24.7362	0.749689	0.700963	392	0
0.18	608.582	30.4315	200	19.1612	0.44984	1.94689	379	0
0.19	727.213	41.5305	200	18.9368	0.439369	2.04079	366	0
0.2	297.293	15.1833	200	19.9163	0.485994	1.668	392	0
0.21	253.761	46.494	200	18.9369	0.439374	2.04075	230	0
0.22	420.466	24.8881	200	19.3372	0.458145	1.87694	379	0
0.23	501.059	26.9121	200	19.432	0.462646	1.8406	379	0
0.24	827.461	36.6097	200	19.1576	0.449673	1.94833	379	0
0.25	376.959	16.8581	200	19.2265	0.452912	1.92056	392	0
0.26	458.553	41.5903	200	18.937	0.439377	2.04072	230	0
0.27	469.71	18.6636	200	18.9375	0.439398	2.04052	515	0
0.28	539.927	31.0028	200	18.9369	0.43937	2.04078	366	0
0.29	803.095	44.6397	200	18.9369	0.43937	2.04079	366	0
0.3	580.236	21.4603	-7.67998e+155	-4.21133e+153	-inf	-nan(ind)	741	0
0.31	205.689	36.689	200	18.9366	0.43936	2.04088	230	0
0.32	893.747	21.547	-1.11604e+105	-4.19901e+102	-1.20547e+305	-nan(ind)	2008	-2
0.33	819.184	15.0636	200	19.9284	0.486587	1.66394	392	0
0.34	975.024	20.6082	-1.11604e+105	-2.40659e+102	-3.95976e+304	-nan(ind)	2008	-2
0.35	870.699	27.514	200	18.9369	0.439374	2.04076	230	0
0.36	250.246	21.0623	200.003	18.9367	0.439371	2.04093	367	0
0.37	834.248	10.0647	200	28.4876	0.994321	0.398478	528	0
0.38	930.1	35.4781	200	18.9368	0.439369	2.0408	230	0
0.39	506.186	10.7019	200	27.1633	0.904023	0.482057	392	0
0.4	288.968	29.6588	200	18.9369	0.439373	2.04075	230	0
0.41	919.846	47.185	200	18.937	0.439377	2.04072	230	0
0.42	896.139	13.0055	200	22.0691	0.596737	1.10635	392	0
0.43	624.036	10.2503	200	29.5663	1.07105	0.343433	392	0
0.44	523.106	17.3879	200	19.0731	0.445715	1.98309	528	0
0.45	250.783	43.4776	200	18.9367	0.439361	2.04088	230	0
0.46	652.773	45.7799	200	18.9368	0.439367	2.04081	230	0
0.47	897.165	11.0047	200	27.3374	0.915648	0.469895	392	0
0.48	915.11	11.9105	200	23.7144	0.689031	0.829813	528	0
0.49	645.814	44.4285	200	18.9369	0.439373	2.04075	230	0
0.5	774.236	32.1918	200	18.9371	0.43938	2.0407	230	0
0.51	350.127	20.0589	200	18.9369	0.43937	2.04078	366	0
0.52	592.395	11.1414	200	25.6169	0.80402	0.609429	392	0
0.53	607.996	37.8451	200	18.9369	0.43937	2.04078	366	0
0.54	995.068	41.5964	200	19.1152	0.447686	1.96567	379	0
0.55	249.831	33.166	200	18.9367	0.439361	2.04088	230	0
0.56	663.002	40.914	200	18.9368	0.439368	2.0408	366	0
0.57	665.615	32.7754	200	19.0004	0.442323	2.01362	379	0
0.58	275.613	24.4658	200	18.9369	0.439372	2.04076	230	0
0.59	696.036	26.1394	200	18.9368	0.439366	2.04082	230	0
0.6	731.095	37.6278	200	18.9368	0.439369	2.04079	366	0
0.61	812.616	43.4043	200	18.937	0.439376	2.04074	230	0
0.62	967.846	27.5469	200	18.9368	0.439369	2.04079	366	0
0.63	511.997	11.2647	200	25.761	0.813092	0.595906	392	0
0.64	312.674	35.9163	200	18.9368	0.439368	2.0408	230	0
0.65	449.275	17.9678	200	19.0001	0.442309	2.01375	392	0
0.66	280.691	34.0181	200	18.9367	0.439363	2.04084	230	0
0.67	435.261	38.7057	200	18.9369	0.439371	2.04077	230	0
0.68	351.25	21.2906	200	18.937	0.439378	2.0407	230	0
0.69	822.944	32.6557	200	18.9368	0.439366	2.04084	230	0
0.7	245.998	28.6444	200	18.937	0.439374	2.04074	230	0
0.71	808.026	22.9044	200	69.6768	5.94827	0.0111346	530	0
0.72	833.271	47.8076	200	18.9368	0.439367	2.04081	230	0
0.73	368.413	30.5158	200	18.937	0.439379	2.0407	230	0
0.74	983.935	47.9321	200	18.9367	0.439364	2.04085	230	0
0.75	967.968	33.9924	200	18.937	0.439376	2.04074	230	0
0.76	903.952	20.7144	-1.11604e+105	-2.81859e+102	-5.43158e+304	-nan(ind)	2008	-2
0.77	548.863	25.3667	200	18.9368	0.439367	2.04082	230	0
0.78	468.587	15.2882	200	19.9591	0.488086	1.65373	392	0
0.79	338.749	14.1957	200	20.6215	0.521019	1.45128	528	0
0.8	682.827	24.1179	200	18.9369	0.439371	2.04078	230	0
0.81	596.203	10.6934	200	27.0068	0.893636	0.493329	392	0
0.82	793.793	41.1777	200	18.9368	0.439367	2.04082	230	0
0.83	420.783	39.2453	200	18.937	0.439376	2.04073	230	0
0.84	779.388	33.6274	200	18.9367	0.439365	2.04084	230	0
0.85	351.86	13.5682	200	21.2594	0.553751	1.28478	528	0
0.86	938.621	28.272	200	18.9371	0.439381	2.0407	230	0
0.87	481.674	44.7728	200	18.937	0.439378	2.04071	230	0
0.88	308.597	14.0199	200	20.7175	0.525884	1.42455	392	0
0.89	807.367	13.5414	200	21.6993	0.576907	1.18371	392	0
0.9	832.929	21.6178	-1.11604e+105	-4.72715e+102	-1.52779e+305	-nan(ind)	2008	-2
0.91	547.008	17.7273	200	19.0163	0.443063	2.0069	528	0
0.92	606.726	41.8943	200	18.9368	0.439368	2.04081	230	0
0.93	744.939	46.5612	200	18.937	0.439379	2.04071	230	0
0.94	723.209	23.7785	200	18.9368	0.439366	2.04082	230	0
0.95	490.829	12.7772	200	22.3662	0.612912	1.04873	392	0
0.96	246.779	13.3253	200	21.7136	0.577666	1.1806	392	0
0.97	678.164	13.8661	200	20.9952	0.540078	1.35066	528	0
0.98	637.953	35.0056	200	18.9369	0.43937	2.04078	366	0
0.99	826.435	33.7178	200	18.9367	0.439362	2.04087	230	0
1	554.308	16.5224	200	19.3144	0.457066	1.88582	392	0
