0	614.441	46.8371	3.18305e+06	-22825.9	1.01598e+10	3.89723	448	0
0.01	721.867	13.086	199.944	-23979.8	704339	7.93018e-13	657	0
0.02	302.689	47.9272	200.128	18.9447	0.440015	2.04131	160	0
0.03	373.296	41.3608	200.737	18.9647	0.442287	2.05132	160	0
0.04	836.03	35.1131	200.009	19.3332	0.457976	1.87877	348	0
0.05	212.427	19.6963	200.004	19.0879	0.446416	1.97709	160	0
0.06	797.382	14.568	2.6524e+07	-245642	9.80462e+12	0.168129	1009	-2
0.07	652.26	28.6737	199.979	19.1647	0.44996	1.94484	160	0
0.08	801.044	16.8252	3.87392e+06	-23347.6	1.29366e+10	6.41836	448	0
0.09	900.143	11.2586	199.994	-25668.5	807240	6.04494e-13	657	0
0.1	823.945	22.0804	-0.219359	-36.3566	-0.00177626	-1.98187e-10	676	0
0.11	740.104	30.495	200.097	19.0619	0.445406	1.99066	160	0
0.12	444.881	49.3127	200.057	19.1527	0.449571	1.952	160	0
0.13	485.238	41.6306	200.062	19.1681	0.450309	1.94587	160	0
0.14	216.456	35.4964	200.003	19.0438	0.444351	1.99543	160	0
0.15	725.333	14.9611	199.931	-75402.3	6.96362e+06	8.11039e-15	644	0
0.16	394.928	31.1274	200.067	19.2231	0.452906	1.92383	160	0
0.17	695.132	25.6133	200.045	19.227	0.45304	1.92163	160	0
0.18	852.632	18.3352	999.975	13628.4	1.13779e+06	9.50881e-10	387	0
0.19	887.521	26.5447	200.149	18.9695	0.441216	2.03131	160	0
0.2	798.553	37.8219	200.155	18.9543	0.44052	2.03801	160	0
0.21	737.346	40.9824	200.004	18.9936	0.442017	2.0166	160	0
0.22	531.529	10.8753	200.006	-24694.1	747162	7.05817e-13	650	0
0.23	200.415	10.5786	-78598.9	13437.1	-8.69379e+07	-0.000488619	442	0
0.24	651.259	22.7238	24660.2	220.064	7316.11	209.763	536	0
0.25	852.754	35.5147	199.949	19.3047	0.456487	1.88818	160	0
0.26	952.123	13.4437	200	18.9378	0.439412	2.04037	1001	-2
0.27	935.252	42.7976	200.014	19.0112	0.442855	2.00947	442	0
0.28	824.824	42.7256	199.983	19.2633	0.454607	1.90544	160	0
0.29	768.621	19.0262	199.955	19.1669	0.45001	1.94322	160	0
0.3	991.04	34.6895	200.107	18.943	0.439892	2.04141	160	0
0.31	963.646	43.856	199.963	19.189	0.451067	1.93454	160	0
0.32	395.441	49.0551	200.246	18.9444	0.440261	2.04504	160	0
0.33	251.735	20.4007	200.004	19.0632	0.445261	1.98733	160	0
0.34	881.002	24.8662	200.154	19.22	0.452955	1.92762	160	0
0.35	960.887	18.8687	200.301	19.009	0.443389	2.01907	160	0
0.36	671.767	43.065	200.013	19.1352	0.44865	1.95787	160	0
0.37	961.693	49.6191	199.94	18.9883	0.441627	2.01696	160	0
